codigo_producto,nombre,descripcion_original,descripcion_mejorada,brand,alias_locales
2361,EST. PISTACHO 2000 ( 2460-7 ) X 3.5 KG,"Insumo para helados EST. PISTACHO 2000 ( 2460-7 ) X 3.5 KG, marca GHELCO, 3.5 KG.",Insumo para preparar helados: EST. PISTACHO 2000 ( 2460-7 ) X 3.5 KG. Marca GHELCO. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,GHELCO,
2423,EST. PISTACHO 2000 ( 2460-9 ) X 6.5 KG,"Insumo para helados EST. PISTACHO 2000 ( 2460-9 ) X 6.5 KG, marca GHELCO, 6.5 KG.",Insumo para preparar helados: EST. PISTACHO 2000 ( 2460-9 ) X 6.5 KG. Marca GHELCO. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,GHELCO,
2923,EST. SAMBAYON 2000 ( 2233-9 ) X 5.8 KG,"Insumo para helados EST. SAMBAYON 2000 ( 2233-9 ) X 5.8 KG, marca GHELCO, 5.8 KG.",Insumo para preparar helados: EST. SAMBAYON 2000 ( 2233-9 ) X 5.8 KG. Marca GHELCO. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,GHELCO,
1304,FRAMBUESA MOUSSE P/ HELADOS X 5 KG,"Insumo para helados FRAMBUESA MOUSSE P/ HELADOS X 5 KG, marca BRIGEL, 5 KG.",Insumo para preparar helados: FRAMBUESA MOUSSE P/ HELADOS X 5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1416,FRAMBUESA/1 ESENCIA X 1 LT,"Insumo para helados FRAMBUESA/1 ESENCIA X 1 LT, marca BRIGEL, 1 L.",Insumo para preparar helados: FRAMBUESA/1 ESENCIA X 1 LT. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1339,"FRUTILLA CREMA GB020 X 7,5 KG","Insumo para helados FRUTILLA CREMA GB020 X 7,5 KG, marca BRIGEL, 7.5 KG.","Insumo para preparar helados: FRUTILLA CREMA GB020 X 7,5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",BRIGEL,
1305,FRUTILLA MOUSSE P/HELADOS X 5 KG,"Insumo para helados FRUTILLA MOUSSE P/HELADOS X 5 KG, marca BRIGEL, 5 KG.",Insumo para preparar helados: FRUTILLA MOUSSE P/HELADOS X 5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1403,FRUTILLA UD/3 ESENCIAS X 1 LT,"Insumo para helados FRUTILLA UD/3 ESENCIAS X 1 LT, marca BRIGEL, 1 L.",Insumo para preparar helados: FRUTILLA UD/3 ESENCIAS X 1 LT. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1747,GHELCOCREM ( 7887-6 )X 11 KG,"Insumo para helados GHELCOCREM ( 7887-6 )X 11 KG, 11 KG.",Insumo para preparar helados: GHELCOCREM ( 7887-6 )X 11 KG. Marca GHELCO. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,GHELCO,
2865,GRANIZADO SUPERLAY 56-43 X 10 KG,"Insumo para helados GRANIZADO SUPERLAY 56-43 X 10 KG, marca MAPSA, 10 KG.",Chocolate / cobertura: GRANIZADO SUPERLAY 56-43 X 10 KG. Marca MAPSA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,MAPSA,
2144,GRANULADO DE CHOCOLATE BLANCO GRB3 X 3 KG,"Insumo para helados GRANULADO DE CHOCOLATE BLANCO GRB3 X 3 KG, marca MAPSA, 3 KG.",Chocolate / cobertura: GRANULADO DE CHOCOLATE BLANCO GRB3 X 3 KG. Marca MAPSA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,MAPSA,
2145,GRANULADO DE CHOCOLATE S/AMARGO GRM3 X 3 KG,"Insumo para helados GRANULADO DE CHOCOLATE S/AMARGO GRM3 X 3 KG, marca MAPSA, 3 KG.",Chocolate / cobertura: GRANULADO DE CHOCOLATE S/AMARGO GRM3 X 3 KG. Marca MAPSA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,MAPSA,
2666,KRESTO WIP ( BASE PARA HELADOS SEMI FRIOS) X 25 KG,"Insumo para helados KRESTO WIP ( BASE PARA HELADOS SEMI FRIOS) X 25 KG, marca BRIGEL, 25 KG.",Insumo para preparar helados: KRESTO WIP ( BASE PARA HELADOS SEMI FRIOS) X 25 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1324,"KRESTOCREM, CREMA VEGETAL X 10 KG","Insumo para helados KRESTOCREM, CREMA VEGETAL X 10 KG, marca BRIGEL, 10 KG.","Insumo para preparar helados: KRESTOCREM, CREMA VEGETAL X 10 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",BRIGEL,
1311,LIMON BRI X 2.5 KG,"Insumo para helados LIMON BRI X 2.5 KG, marca BRIGEL, 2.5 KG.",Insumo para preparar helados: LIMON BRI X 2.5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1370,LIMON CREMA GB020 X 3 KG,"Insumo para helados LIMON CREMA GB020 X 3 KG, marca BRIGEL, 3 KG.",Insumo para preparar helados: LIMON CREMA GB020 X 3 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1342,"LIMON CREMA GB020 X 7,5 KG","Insumo para helados LIMON CREMA GB020 X 7,5 KG, marca BRIGEL, 7.5 KG.","Insumo para preparar helados: LIMON CREMA GB020 X 7,5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",BRIGEL,
1380,LIMON HE. ESENCIA X 1 LT,"Insumo para helados LIMON HE. ESENCIA X 1 LT, marca BRIGEL, 1 L.",Insumo para preparar helados: LIMON HE. ESENCIA X 1 LT. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1405,LIMON LA 5011 ESENCIA CONCENTRADA X 1 LT,"Insumo para helados LIMON LA 5011 ESENCIA CONCENTRADA X 1 LT, marca BRIGEL, 1 L.",Insumo para preparar helados: LIMON LA 5011 ESENCIA CONCENTRADA X 1 LT. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1306,LIMON MOUSSE P/ HELADOS X 5 KG,"Insumo para helados LIMON MOUSSE P/ HELADOS X 5 KG, marca BRIGEL, 5 KG.",Insumo para preparar helados: LIMON MOUSSE P/ HELADOS X 5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1308,MANDARINA BRI( POLVO PARA PREPARAR HELADO) X 3 KG,"Insumo para helados MANDARINA BRI( POLVO PARA PREPARAR HELADO) X 3 KG, marca BRIGEL, 3 KG.",Insumo para preparar helados: MANDARINA BRI( POLVO PARA PREPARAR HELADO) X 3 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
2911,"MANTECA DE CACAO X 3,5 KG","Insumo para helados MANTECA DE CACAO X 3,5 KG, marca BRIGEL, 3.5 KG.","Insumo para preparar helados: MANTECA DE CACAO X 3,5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",BRIGEL,
1270,MAPCOL BALDE 4 KG,"Insumo para helados MAPCOL BALDE 4 KG, marca MAPSA, 4 KG.",Insumo para preparar helados: MAPCOL BALDE 4 KG. Marca MAPSA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,MAPSA,
1269,MAPCOL PARA SEMBRAR X 4 KG,"Insumo para helados MAPCOL PARA SEMBRAR X 4 KG, marca MAPSA, 4 KG.",Insumo para preparar helados: MAPCOL PARA SEMBRAR X 4 KG. Marca MAPSA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,MAPSA,
1271,MAPTELLINA CONCENTRADA X 4 KG,"Insumo para helados MAPTELLINA CONCENTRADA X 4 KG, marca MAPSA, 4 KG.",Insumo para preparar helados: MAPTELLINA CONCENTRADA X 4 KG. Marca MAPSA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,MAPSA,
1272,MAPTELLINA PARA SEMBRAR X 4 KG,"Insumo para helados MAPTELLINA PARA SEMBRAR X 4 KG, marca MAPSA, 4 KG.",Insumo para preparar helados: MAPTELLINA PARA SEMBRAR X 4 KG. Marca MAPSA. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,MAPSA,
1417,MARASCHINO/4 ESENCIA X 1 LT,"Insumo para helados MARASCHINO/4 ESENCIA X 1 LT, marca BRIGEL, 1 L.",Insumo para preparar helados: MARASCHINO/4 ESENCIA X 1 LT. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1344,"MENTA GB020 X 7,5 KG","Insumo para helados MENTA GB020 X 7,5 KG, marca BRIGEL, 7.5 KG.","Insumo para preparar helados: MENTA GB020 X 7,5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",BRIGEL,
1418,MENTA/1 ESENCIA X 1 LT,"Insumo para helados MENTA/1 ESENCIA X 1 LT, marca BRIGEL, 1 L.",Insumo para preparar helados: MENTA/1 ESENCIA X 1 LT. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1310,NARANJA BRI ( POLVO PARA PREPARAR HELADOS) X 3 KG,"Insumo para helados NARANJA BRI ( POLVO PARA PREPARAR HELADOS) X 3 KG, marca BRIGEL, 3 KG.",Insumo para preparar helados: NARANJA BRI ( POLVO PARA PREPARAR HELADOS) X 3 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1406,NARANJA LA 5011 ESENCIA X 1 LT,"Insumo para helados NARANJA LA 5011 ESENCIA X 1 LT, marca BRIGEL, 1 L.",Insumo para preparar helados: NARANJA LA 5011 ESENCIA X 1 LT. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1373,"NEUTRO CON EMULSIONANTE GB020 X 7,5 KG","Insumo para helados NEUTRO CON EMULSIONANTE GB020 X 7,5 KG, marca BRIGEL, 7.5 KG.","Insumo para preparar helados: NEUTRO CON EMULSIONANTE GB020 X 7,5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",BRIGEL,
1313,"NEUTRO MALVIS FRUT PARA HELADOS AL AGUA X 7,5 KG","Insumo para helados NEUTRO MALVIS FRUT PARA HELADOS AL AGUA X 7,5 KG, marca BRIGEL, 7.5 KG.","Insumo para preparar helados: NEUTRO MALVIS FRUT PARA HELADOS AL AGUA X 7,5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",BRIGEL,
1374,NEUTRO USO GENERAL GB020 X 3 KG,"Insumo para helados NEUTRO USO GENERAL GB020 X 3 KG, marca BRIGEL, 3 KG.",Insumo para preparar helados: NEUTRO USO GENERAL GB020 X 3 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1746,NEUTROGHEL ( 7620-9 ) P/HELADOS AL AGUA X 7 KG,"Insumo para helados NEUTROGHEL ( 7620-9 ) P/HELADOS AL AGUA X 7 KG, marca GHELCO, 7 KG.",Insumo para preparar helados: NEUTROGHEL ( 7620-9 ) P/HELADOS AL AGUA X 7 KG. Marca GHELCO. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,GHELCO,
1519,"NUCLEO, ESTABILIZADOR, BANANA X 15 KG","Insumo para helados NUCLEO, ESTABILIZADOR, BANANA X 15 KG, marca BRIGEL, 15 KG.","Insumo para preparar helados: NUCLEO, ESTABILIZADOR, BANANA X 15 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.",BRIGEL,
2158,P.B. LECHE CONDENSADA X 7.5 KG,"Insumo para helados P.B. LECHE CONDENSADA X 7.5 KG, marca BRIGEL, 7.5 KG.",Insumo para preparar helados: P.B. LECHE CONDENSADA X 7.5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1471,PASTA ABACHOC X 1 KG,"Insumo para helados PASTA ABACHOC X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA ABACHOC X 1 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1520,PASTA ABACHOC X 5 KG,"Insumo para helados PASTA ABACHOC X 5 KG, marca BRIGEL, 5 KG.",Insumo para preparar helados: PASTA ABACHOC X 5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1521,PASTA ALMENDRAS PREMIUM X 4 KG,"Insumo para helados PASTA ALMENDRAS PREMIUM X 4 KG, marca BRIGEL, 4 KG.",Insumo para preparar helados: PASTA ALMENDRAS PREMIUM X 4 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1427,PASTA ALMENDRAS PREMIUM X 800 GRS,"Insumo para helados PASTA ALMENDRAS PREMIUM X 800 GRS, marca BRIGEL, 800 GRS.",Insumo para preparar helados: PASTA ALMENDRAS PREMIUM X 800 GRS. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
2102,PASTA ANANA BALDE,"Insumo para helados PASTA ANANA BALDE, marca BRIGEL.",Insumo para preparar helados: PASTA ANANA BALDE. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1428,PASTA ANANA X 1 KG,"Insumo para helados PASTA ANANA X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA ANANA X 1 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1522,PASTA AVELLANA X 4 KG,"Insumo para helados PASTA AVELLANA X 4 KG, marca BRIGEL, 4 KG.",Insumo para preparar helados: PASTA AVELLANA X 4 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1429,PASTA AVELLANA X 800 GRS,"Insumo para helados PASTA AVELLANA X 800 GRS, marca BRIGEL, 800 GRS.",Insumo para preparar helados: PASTA AVELLANA X 800 GRS. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1440,PASTA BANANITA HELADA X 1 KG,"Insumo para helados PASTA BANANITA HELADA X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA BANANITA HELADA X 1 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1523,PASTA BANANITA HELADA X 5 KG,"Insumo para helados PASTA BANANITA HELADA X 5 KG, marca BRIGEL, 5 KG.",Insumo para preparar helados: PASTA BANANITA HELADA X 5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1431,PASTA BOMBON IRLANDES X 1 KG,"Insumo para helados PASTA BOMBON IRLANDES X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA BOMBON IRLANDES X 1 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
2159,PASTA BOMBON IRLANDES X 5 KG,"Insumo para helados PASTA BOMBON IRLANDES X 5 KG, marca BRIGEL, 5 KG.",Insumo para preparar helados: PASTA BOMBON IRLANDES X 5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1432,PASTA BOMBON RCHR X 800 GRS,"Insumo para helados PASTA BOMBON RCHR X 800 GRS, marca BRIGEL, 800 GRS.",Insumo para preparar helados: PASTA BOMBON RCHR X 800 GRS. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1524,PASTA BOMBON RCHR X BALDE,"Insumo para helados PASTA BOMBON RCHR X BALDE, marca BRIGEL.",Insumo para preparar helados: PASTA BOMBON RCHR X BALDE. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
2554,PASTA BUTTERCOL X 4.5 KG,"Insumo para helados PASTA BUTTERCOL X 4.5 KG, marca BRIGEL, 4.5 KG.",Insumo para preparar helados: PASTA BUTTERCOL X 4.5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1462,PASTA BUTTERCOL X 900 GRS,"Insumo para helados PASTA BUTTERCOL X 900 GRS, marca BRIGEL, 900 GRS.",Insumo para preparar helados: PASTA BUTTERCOL X 900 GRS. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1433,PASTA CAFE (MOKA) X 1 KG,"Insumo para helados PASTA CAFE (MOKA) X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA CAFE (MOKA) X 1 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1525,PASTA CAFE (MOKA) X BALDE,"Insumo para helados PASTA CAFE (MOKA) X BALDE, marca BRIGEL.",Insumo para preparar helados: PASTA CAFE (MOKA) X BALDE. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1434,PASTA CANELA X 1 KG,"Insumo para helados PASTA CANELA X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA CANELA X 1 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1526,PASTA CANELA X BALDE,"Insumo para helados PASTA CANELA X BALDE, marca BRIGEL.",Insumo para preparar helados: PASTA CANELA X BALDE. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1421,PASTA CEREZA X 1 KG,"Insumo para helados PASTA CEREZA X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA CEREZA X 1 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
2009,PASTA CEREZA X 5 KG,"Insumo para helados PASTA CEREZA X 5 KG, marca BRIGEL, 5 KG.",Insumo para preparar helados: PASTA CEREZA X 5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1474,PASTA CIRUELA X 1 KG,"Insumo para helados PASTA CIRUELA X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA CIRUELA X 1 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
2045,PASTA COCO X 4.5 KG,"Insumo para helados PASTA COCO X 4.5 KG, marca BRIGEL, 4.5 KG.",Insumo para preparar helados: PASTA COCO X 4.5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1437,PASTA COCO X 900 GRS,"Insumo para helados PASTA COCO X 900 GRS, marca BRIGEL, 900 GRS.",Insumo para preparar helados: PASTA COCO X 900 GRS. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1438,PASTA CREMA CELESTE X 1 KG,"Insumo para helados PASTA CREMA CELESTE X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA CREMA CELESTE X 1 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1527,PASTA CREMA CELESTE X 5 KG,"Insumo para helados PASTA CREMA CELESTE X 5 KG, marca BRIGEL, 5 KG.",Insumo para preparar helados: PASTA CREMA CELESTE X 5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1742,PASTA DE NUEZ PURA ( 3940-1 ) X 5 KG,"Insumo para helados PASTA DE NUEZ PURA ( 3940-1 ) X 5 KG, marca GHELCO, 5 KG.",Insumo para preparar helados: PASTA DE NUEZ PURA ( 3940-1 ) X 5 KG. Marca GHELCO. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,GHELCO,
1439,PASTA DURAZNO (MELOCOTON) X 1 KG,"Insumo para helados PASTA DURAZNO (MELOCOTON) X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA DURAZNO (MELOCOTON) X 1 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
2230,PASTA DURAZNO (MELOCOTON) X BALDE,"Insumo para helados PASTA DURAZNO (MELOCOTON) X BALDE, marca BRIGEL.",Insumo para preparar helados: PASTA DURAZNO (MELOCOTON) X BALDE. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1441,PASTA FRAMBUESA X 1 KG,"Insumo para helados PASTA FRAMBUESA X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA FRAMBUESA X 1 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1528,PASTA FRAMBUESA X 5 KG,"Insumo para helados PASTA FRAMBUESA X 5 KG, marca BRIGEL, 5 KG.",Insumo para preparar helados: PASTA FRAMBUESA X 5 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1442,PASTA FRESA (FRUTILLA) X 1 KG,"Insumo para helados PASTA FRESA (FRUTILLA) X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA FRESA (FRUTILLA) X 1 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1443,PASTA FRUTOS DEL BOSQUE X 1 KG,"Insumo para helados PASTA FRUTOS DEL BOSQUE X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA FRUTOS DEL BOSQUE X 1 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1530,PASTA FRUTOS DEL BOSQUE X 5,"Insumo para helados PASTA FRUTOS DEL BOSQUE X 5, marca BRIGEL.",Insumo para preparar helados: PASTA FRUTOS DEL BOSQUE X 5. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1420,PASTA HIGO X 1 KG,"Insumo para helados PASTA HIGO X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA HIGO X 1 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
1444,PASTA KIWI X 1 KG,"Insumo para helados PASTA KIWI X 1 KG, marca BRIGEL, 1 KG.",Insumo para preparar helados: PASTA KIWI X 1 KG. Marca BRIGEL. Categoría: FABRICAR HELADOS / INSUMOS P/FABRICAR HELADOS. Venta mayorista para heladerías y pastelerías.,BRIGEL,
